shot_distance,shot_angle,defender_distance,shot_zone,pressure_level,shot_value,shot_made
5.7,0.0,0.8,Paint,Very Tight,2,1
15.9,0.0,4.0,Mid-Range,Tight,2,0
17.1,0.0,5.0,Mid-Range,Open,2,0
2.1,0.0,2.2,Paint,Very Tight,2,1
11.0,0.0,4.5,Mid-Range,Open,2,1
5.7,0.0,2.2,Paint,Very Tight,2,1
5.4,0.0,2.3,Paint,Tight,2,0
15.9,0.0,5.0,Mid-Range,Open,2,1
4.4,0.0,2.6,Paint,Tight,2,1
23.8,0.0,3.0,Three Point,Tight,3,0
17.9,0.0,2.0,Mid-Range,Very Tight,2,0
0.5,0.0,2.7,Paint,Tight,2,0
0.6,0.0,1.1,Paint,Very Tight,2,0
24.2,0.0,7.2,Three Point,Open,3,1
24.8,0.0,9.0,Three Point,Very Open,3,0
2.4,0.0,6.5,Paint,Open,2,1
19.7,0.0,5.4,Mid-Range,Open,2,1
18.5,0.0,1.6,Mid-Range,Very Tight,2,0
26.6,0.0,5.5,Three Point,Open,3,0
23.4,0.0,6.1,Three Point,Open,3,1
17.4,0.0,6.4,Mid-Range,Open,2,1
19.4,0.0,3.0,Mid-Range,Tight,2,0
3.6,0.0,2.5,Paint,Tight,2,0
6.5,0.0,2.5,Paint,Tight,2,0
19.0,0.0,2.5,Mid-Range,Tight,2,0
16.7,0.0,3.9,Mid-Range,Tight,2,1
6.5,0.0,2.4,Paint,Tight,2,0
24.6,0.0,3.8,Three Point,Tight,3,1
3.4,0.0,1.5,Paint,Very Tight,2,1
4.4,0.0,0.4,Paint,Very Tight,2,1
23.9,0.0,3.1,Three Point,Tight,3,0
3.8,0.0,1.7,Paint,Very Tight,2,1
19.8,0.0,3.8,Mid-Range,Tight,2,0
14.9,0.0,5.5,Mid-Range,Open,2,1
24.5,0.0,5.3,Three Point,Open,3,1
2.4,0.0,1.0,Paint,Very Tight,2,0
5.8,0.0,3.2,Paint,Tight,2,1
17.0,0.0,2.6,Mid-Range,Tight,2,0
3.0,0.0,4.4,Paint,Open,2,1
25.5,0.0,4.3,Three Point,Open,3,0
25.7,0.0,7.2,Three Point,Open,3,0
2.3,0.0,2.1,Paint,Very Tight,2,1
2.1,0.0,2.2,Paint,Very Tight,2,1
15.0,0.0,3.3,Mid-Range,Tight,2,1
5.5,0.0,5.1,Paint,Open,2,0
4.1,0.0,2.0,Paint,Very Tight,2,0
24.1,0.0,4.8,Three Point,Open,3,1
2.5,0.0,0.9,Paint,Very Tight,2,1
12.9,0.0,5.4,Mid-Range,Open,2,0
22.9,0.0,6.8,Three Point,Open,3,1
4.0,0.0,1.4,Paint,Very Tight,2,1
2.2,0.0,2.0,Paint,Very Tight,2,1
23.4,0.0,4.3,Mid-Range,Open,2,0
3.7,0.0,0.1,Paint,Very Tight,2,0
5.1,0.0,2.2,Paint,Very Tight,2,0
40.7,0.0,3.7,Three Point,Tight,3,0
16.7,0.0,2.9,Mid-Range,Tight,2,1
21.6,0.0,3.2,Mid-Range,Tight,2,0
3.2,0.0,3.0,Paint,Tight,2,0
24.6,0.0,2.9,Three Point,Tight,3,0
24.1,0.0,3.5,Three Point,Tight,3,0
4.1,0.0,3.4,Paint,Tight,2,0
15.6,0.0,3.3,Mid-Range,Tight,2,1
1.5,0.0,1.2,Paint,Very Tight,2,0
20.4,0.0,4.4,Mid-Range,Open,2,0
30.4,0.0,4.4,Three Point,Open,3,0
14.0,0.0,4.1,Mid-Range,Open,2,0
3.7,0.0,12.3,Paint,Very Open,2,1
2.6,0.0,2.1,Paint,Very Tight,2,1
24.4,0.0,6.7,Three Point,Open,3,0
3.8,0.0,3.4,Paint,Tight,2,0
6.4,0.0,1.6,Paint,Very Tight,2,1
3.5,0.0,0.6,Paint,Very Tight,2,1
2.0,0.0,0.8,Paint,Very Tight,2,1
11.2,0.0,6.7,Mid-Range,Open,2,1
23.9,0.0,4.2,Three Point,Open,3,0
10.4,0.0,3.7,Mid-Range,Tight,2,0
24.9,0.0,2.0,Three Point,Very Tight,3,1
14.5,0.0,11.6,Mid-Range,Very Open,2,1
21.9,0.0,5.0,Mid-Range,Open,2,1
0.8,0.0,2.9,Paint,Tight,2,1
21.5,0.0,4.5,Mid-Range,Open,2,0
25.5,0.0,5.5,Three Point,Open,3,0
5.3,0.0,3.5,Paint,Tight,2,1
18.1,0.0,2.4,Mid-Range,Tight,2,0
17.2,0.0,4.7,Mid-Range,Open,2,1
23.5,0.0,4.2,Mid-Range,Open,2,1
23.1,0.0,16.1,Three Point,Very Open,3,1
3.8,0.0,3.2,Paint,Tight,2,1
24.6,0.0,2.1,Three Point,Very Tight,3,0
18.2,0.0,2.4,Mid-Range,Tight,2,1
12.2,0.0,5.0,Mid-Range,Open,2,1
3.3,0.0,13.3,Paint,Very Open,2,1
25.4,0.0,3.2,Three Point,Tight,3,0
22.4,0.0,4.3,Three Point,Open,3,0
21.0,0.0,7.7,Mid-Range,Open,2,0
19.9,0.0,1.2,Mid-Range,Very Tight,2,0
21.1,0.0,4.6,Mid-Range,Open,2,0
18.4,0.0,2.4,Mid-Range,Tight,2,0
2.6,0.0,2.3,Paint,Tight,2,0
16.6,0.0,4.4,Mid-Range,Open,2,0
17.7,0.0,4.2,Mid-Range,Open,2,1
4.3,0.0,0.6,Paint,Very Tight,2,1
11.0,0.0,3.4,Mid-Range,Tight,2,1
3.6,0.0,4.0,Paint,Tight,2,0
25.7,0.0,3.7,Three Point,Tight,3,0
6.7,0.0,1.8,Paint,Very Tight,2,0
5.5,0.0,1.0,Paint,Very Tight,2,1
11.2,0.0,1.6,Mid-Range,Very Tight,2,0
4.6,0.0,2.5,Paint,Tight,2,1
26.4,0.0,7.9,Three Point,Open,3,1
11.5,0.0,4.6,Mid-Range,Open,2,0
3.7,0.0,1.9,Paint,Very Tight,2,1
20.3,0.0,4.0,Mid-Range,Tight,2,1
4.4,0.0,3.9,Paint,Tight,2,0
24.6,0.0,7.2,Three Point,Open,3,1
22.0,0.0,7.7,Three Point,Open,3,1
13.1,0.0,4.0,Mid-Range,Tight,2,0
1.8,0.0,1.8,Paint,Very Tight,2,1
22.3,0.0,4.5,Mid-Range,Open,2,1
19.9,0.0,2.7,Mid-Range,Tight,2,1
19.7,0.0,3.1,Mid-Range,Tight,2,0
16.8,0.0,2.1,Mid-Range,Very Tight,2,1
23.4,0.0,4.1,Mid-Range,Open,2,0
5.1,0.0,3.8,Paint,Tight,2,0
27.8,0.0,3.5,Three Point,Tight,3,0
0.6,0.0,1.8,Paint,Very Tight,2,1
20.7,0.0,3.0,Mid-Range,Tight,2,0
21.8,0.0,4.0,Mid-Range,Tight,2,0
5.8,0.0,2.8,Paint,Tight,2,0
4.9,0.0,2.6,Paint,Tight,2,0
25.0,0.0,4.4,Three Point,Open,3,1
24.7,0.0,2.2,Three Point,Very Tight,3,0
12.5,0.0,2.7,Mid-Range,Tight,2,0
17.6,0.0,3.0,Mid-Range,Tight,2,0
6.5,0.0,2.5,Paint,Tight,2,1
14.4,0.0,3.4,Mid-Range,Tight,2,0
23.2,0.0,2.4,Three Point,Tight,3,0
3.6,0.0,2.4,Paint,Tight,2,0
16.9,0.0,4.1,Mid-Range,Open,2,1
7.0,0.0,2.4,Paint,Tight,2,1
4.2,0.0,1.9,Paint,Very Tight,2,1
18.0,0.0,3.7,Mid-Range,Tight,2,1
12.1,0.0,3.2,Mid-Range,Tight,2,0
3.8,0.0,2.2,Paint,Very Tight,2,0
2.2,0.0,1.3,Paint,Very Tight,2,0
19.7,0.0,4.3,Mid-Range,Open,2,0
7.2,0.0,3.0,Paint,Tight,2,1
7.7,0.0,2.4,Paint,Tight,2,0
24.0,0.0,4.7,Three Point,Open,3,1
14.6,0.0,3.2,Mid-Range,Tight,2,0
18.7,0.0,3.5,Mid-Range,Tight,2,0
24.4,0.0,2.9,Three Point,Tight,3,0
21.5,0.0,2.7,Mid-Range,Tight,2,0
23.8,0.0,5.0,Three Point,Open,3,0
2.9,0.0,3.3,Paint,Tight,2,0
19.7,0.0,4.5,Mid-Range,Open,2,0
27.3,0.0,3.9,Three Point,Tight,3,0
3.7,0.0,1.8,Paint,Very Tight,2,1
23.5,0.0,2.1,Three Point,Very Tight,3,0
19.8,0.0,4.0,Mid-Range,Tight,2,0
4.9,0.0,3.6,Paint,Tight,2,1
4.2,0.0,0.9,Paint,Very Tight,2,0
25.9,0.0,4.4,Three Point,Open,3,1
5.7,0.0,1.9,Paint,Very Tight,2,1
9.6,0.0,5.9,Mid-Range,Open,2,0
2.9,0.0,1.9,Paint,Very Tight,2,0
24.5,0.0,4.0,Three Point,Tight,3,1
3.2,0.0,1.0,Paint,Very Tight,2,1
5.8,0.0,1.7,Paint,Very Tight,2,0
4.4,0.0,1.4,Paint,Very Tight,2,0
3.4,0.0,3.0,Paint,Tight,2,1
23.3,0.0,3.3,Three Point,Tight,3,0
2.8,0.0,2.5,Paint,Tight,2,1
16.4,0.0,4.6,Mid-Range,Open,2,0
5.6,0.0,2.4,Paint,Tight,2,0
11.1,0.0,4.0,Mid-Range,Tight,2,0
15.4,0.0,2.4,Mid-Range,Tight,2,0
2.8,0.0,1.3,Paint,Very Tight,2,1
13.8,0.0,4.2,Mid-Range,Open,2,1
5.9,0.0,0.2,Paint,Very Tight,2,0
21.8,0.0,2.3,Mid-Range,Tight,2,0
26.6,0.0,4.6,Three Point,Open,3,0
17.0,0.0,3.2,Mid-Range,Tight,2,1
19.5,0.0,2.8,Mid-Range,Tight,2,0
17.8,0.0,3.6,Mid-Range,Tight,2,1
24.7,0.0,3.6,Three Point,Tight,3,1
6.5,0.0,3.0,Paint,Tight,2,0
4.9,0.0,0.9,Paint,Very Tight,2,1
17.4,0.0,6.4,Three Point,Open,3,0
5.2,0.0,4.0,Paint,Tight,2,0
3.2,0.0,0.4,Paint,Very Tight,2,1
24.1,0.0,5.0,Three Point,Open,3,0
20.2,0.0,6.5,Mid-Range,Open,2,0
13.0,0.0,2.3,Mid-Range,Tight,2,1
4.4,0.0,3.2,Paint,Tight,2,1
20.5,0.0,4.2,Mid-Range,Open,2,0
25.1,0.0,3.4,Mid-Range,Tight,2,1
5.0,0.0,3.4,Paint,Tight,2,0
4.1,0.0,4.0,Paint,Tight,2,1
16.6,0.0,5.5,Mid-Range,Open,2,0
19.6,0.0,1.2,Mid-Range,Very Tight,2,0
1.5,0.0,5.4,Paint,Open,2,0
21.9,0.0,5.0,Mid-Range,Open,2,0
0.5,0.0,3.2,Paint,Tight,2,1
24.0,0.0,4.5,Three Point,Open,3,1
3.2,0.0,1.5,Paint,Very Tight,2,0
24.2,0.0,7.6,Three Point,Open,3,0
4.0,0.0,4.1,Paint,Open,2,0
23.9,0.0,6.2,Three Point,Open,3,1
25.8,0.0,5.6,Three Point,Open,3,0
3.1,0.0,1.2,Paint,Very Tight,2,0
18.0,0.0,3.1,Mid-Range,Tight,2,1
8.1,0.0,5.8,Mid-Range,Open,2,1
19.3,0.0,5.3,Mid-Range,Open,2,0
19.7,0.0,2.0,Mid-Range,Very Tight,2,0
26.3,0.0,3.5,Three Point,Tight,3,1
22.0,0.0,3.6,Mid-Range,Tight,2,0
23.8,0.0,3.8,Three Point,Tight,3,0
11.4,0.0,5.3,Mid-Range,Open,2,0
1.5,0.0,4.9,Paint,Open,2,1
2.2,0.0,2.9,Paint,Tight,2,1
32.2,0.0,4.4,Three Point,Open,3,1
25.8,0.0,14.5,Three Point,Very Open,3,1
24.6,0.0,2.0,Three Point,Very Tight,3,0
6.0,0.0,4.5,Paint,Open,2,1
13.8,0.0,3.4,Mid-Range,Tight,2,1
26.6,0.0,4.7,Three Point,Open,3,0
19.4,0.0,5.3,Mid-Range,Open,2,0
1.2,0.0,4.5,Paint,Open,2,1
3.2,0.0,0.4,Paint,Very Tight,2,1
20.3,0.0,2.2,Mid-Range,Very Tight,2,0
4.1,0.0,3.0,Paint,Tight,2,1
15.0,0.0,5.1,Mid-Range,Open,2,0
24.8,0.0,4.7,Three Point,Open,3,0
3.2,0.0,2.4,Paint,Tight,2,1
23.3,0.0,3.8,Mid-Range,Tight,2,0
14.3,0.0,3.7,Mid-Range,Tight,2,0
24.4,0.0,5.5,Three Point,Open,3,1
18.5,0.0,2.2,Mid-Range,Very Tight,2,0
14.5,0.0,4.4,Mid-Range,Open,2,1
23.8,0.0,9.4,Three Point,Very Open,3,0
0.1,0.0,0.4,Paint,Very Tight,2,1
4.0,0.0,3.3,Paint,Tight,2,1
23.1,0.0,2.6,Mid-Range,Tight,2,1
11.9,0.0,6.3,Mid-Range,Open,2,1
25.1,0.0,3.7,Three Point,Tight,3,1
18.0,0.0,2.3,Mid-Range,Tight,2,0
25.0,0.0,5.0,Three Point,Open,3,0
3.1,0.0,0.9,Paint,Very Tight,2,1
2.2,0.0,0.0,Paint,Very Tight,2,1
17.6,0.0,3.3,Mid-Range,Tight,2,0
20.2,0.0,4.3,Mid-Range,Open,2,0
10.3,0.0,0.9,Mid-Range,Very Tight,2,1
24.7,0.0,4.6,Three Point,Open,3,1
21.6,0.0,2.5,Mid-Range,Tight,2,0
13.8,0.0,6.1,Mid-Range,Open,2,0
2.7,0.0,1.9,Paint,Very Tight,2,0
6.2,0.0,2.5,Paint,Tight,2,0
14.8,0.0,0.8,Mid-Range,Very Tight,2,0
11.9,0.0,3.4,Mid-Range,Tight,2,1
26.3,0.0,5.8,Three Point,Open,3,0
7.7,0.0,4.5,Paint,Open,2,1
19.9,0.0,4.3,Mid-Range,Open,2,0
16.3,0.0,5.0,Mid-Range,Open,2,1
19.2,0.0,3.0,Mid-Range,Tight,2,1
6.2,0.0,2.1,Paint,Very Tight,2,0
24.7,0.0,12.4,Three Point,Very Open,3,1
10.2,0.0,3.0,Mid-Range,Tight,2,1
0.7,0.0,1.4,Paint,Very Tight,2,1
24.8,0.0,4.5,Three Point,Open,3,1
24.2,0.0,4.2,Three Point,Open,3,0
6.6,0.0,1.9,Paint,Very Tight,2,1
7.3,0.0,3.2,Paint,Tight,2,0
13.3,0.0,3.4,Mid-Range,Tight,2,1
25.2,0.0,4.5,Three Point,Open,3,1
25.8,0.0,7.2,Three Point,Open,3,0
20.8,0.0,4.7,Mid-Range,Open,2,0
6.3,0.0,1.3,Paint,Very Tight,2,0
24.2,0.0,4.9,Three Point,Open,3,0
31.2,0.0,10.0,Three Point,Very Open,3,0
0.1,0.0,3.8,Paint,Tight,2,1
14.9,0.0,4.6,Mid-Range,Open,2,0
23.9,0.0,12.1,Mid-Range,Very Open,2,0
12.6,0.0,4.4,Mid-Range,Open,2,0
3.5,0.0,3.3,Paint,Tight,2,0
0.6,0.0,2.8,Paint,Tight,2,0
17.3,0.0,5.4,Mid-Range,Open,2,1
23.7,0.0,4.3,Three Point,Open,3,0
24.4,0.0,4.1,Three Point,Open,3,1
25.2,0.0,3.7,Three Point,Tight,3,0
4.0,0.0,3.5,Paint,Tight,2,0
24.2,0.0,5.4,Three Point,Open,3,1
4.0,0.0,3.6,Paint,Tight,2,0
19.7,0.0,2.0,Mid-Range,Very Tight,2,1
19.1,0.0,3.4,Mid-Range,Tight,2,0
25.1,0.0,5.3,Three Point,Open,3,0
2.8,0.0,0.1,Paint,Very Tight,2,0
16.8,0.0,4.0,Mid-Range,Tight,2,0
23.7,0.0,6.0,Three Point,Open,3,1
2.5,0.0,1.1,Paint,Very Tight,2,1
25.2,0.0,3.2,Three Point,Tight,3,0
7.8,0.0,2.6,Paint,Tight,2,0
2.9,0.0,0.9,Paint,Very Tight,2,1
8.4,0.0,5.6,Mid-Range,Open,2,1
18.0,0.0,5.0,Mid-Range,Open,2,1
16.1,0.0,3.8,Mid-Range,Tight,2,1
24.6,0.0,4.7,Three Point,Open,3,0
4.2,0.0,0.6,Paint,Very Tight,2,0
15.9,0.0,5.2,Mid-Range,Open,2,1
6.7,0.0,0.5,Paint,Very Tight,2,0
24.6,0.0,6.7,Three Point,Open,3,0
3.5,0.0,0.5,Paint,Very Tight,2,0
19.6,0.0,6.2,Mid-Range,Open,2,0
16.5,0.0,4.3,Mid-Range,Open,2,0
3.5,0.0,0.8,Paint,Very Tight,2,0
17.9,0.0,5.3,Mid-Range,Open,2,0
21.1,0.0,4.3,Mid-Range,Open,2,0
3.1,0.0,3.7,Paint,Tight,2,1
6.5,0.0,0.6,Paint,Very Tight,2,1
7.7,0.0,4.2,Paint,Open,2,0
20.0,0.0,3.8,Mid-Range,Tight,2,0
14.9,0.0,4.5,Mid-Range,Open,2,1
2.0,0.0,2.3,Paint,Tight,2,1
16.2,0.0,4.0,Mid-Range,Tight,2,1
24.5,0.0,3.6,Three Point,Tight,3,1
12.8,0.0,3.8,Mid-Range,Tight,2,0
23.9,0.0,4.4,Three Point,Open,3,1
6.7,0.0,3.2,Paint,Tight,2,1
25.8,0.0,4.8,Three Point,Open,3,0
13.3,0.0,2.7,Mid-Range,Tight,2,0
15.3,0.0,4.4,Mid-Range,Open,2,0
20.9,0.0,4.0,Mid-Range,Tight,2,0
6.7,0.0,1.9,Paint,Very Tight,2,0
9.3,0.0,1.7,Mid-Range,Very Tight,2,0
10.7,0.0,2.7,Mid-Range,Tight,2,0
24.3,0.0,5.3,Three Point,Open,3,0
3.1,0.0,1.4,Paint,Very Tight,2,1
22.4,0.0,6.5,Three Point,Open,3,0
25.3,0.0,4.9,Three Point,Open,3,0
3.7,0.0,0.4,Paint,Very Tight,2,1
20.1,0.0,4.7,Mid-Range,Open,2,0
5.1,0.0,2.6,Paint,Tight,2,0
25.8,0.0,3.7,Three Point,Tight,3,0
5.9,0.0,2.8,Paint,Tight,2,0
13.8,0.0,4.3,Mid-Range,Open,2,0
4.6,0.0,3.7,Paint,Tight,2,1
11.2,0.0,4.9,Mid-Range,Open,2,0
11.0,0.0,2.2,Mid-Range,Very Tight,2,1
19.5,0.0,1.8,Mid-Range,Very Tight,2,0
3.5,0.0,0.4,Paint,Very Tight,2,1
3.3,0.0,0.7,Paint,Very Tight,2,1
26.0,0.0,3.9,Three Point,Tight,3,1
16.8,0.0,3.7,Mid-Range,Tight,2,0
24.7,0.0,3.0,Three Point,Tight,3,0
8.1,0.0,4.0,Mid-Range,Tight,2,0
24.2,0.0,3.6,Three Point,Tight,3,0
13.9,0.0,2.9,Mid-Range,Tight,2,0
23.2,0.0,3.7,Three Point,Tight,3,0
24.5,0.0,3.4,Three Point,Tight,3,0
25.4,0.0,6.4,Three Point,Open,3,0
20.1,0.0,1.7,Mid-Range,Very Tight,2,0
23.9,0.0,7.3,Three Point,Open,3,0
25.0,0.0,4.4,Three Point,Open,3,1
24.4,0.0,6.0,Three Point,Open,3,0
12.4,0.0,4.1,Mid-Range,Open,2,0
25.4,0.0,4.2,Three Point,Open,3,1
24.8,0.0,7.9,Three Point,Open,3,0
16.2,0.0,2.9,Mid-Range,Tight,2,0
24.6,0.0,4.8,Three Point,Open,3,0
3.3,0.0,2.7,Paint,Tight,2,0
22.1,0.0,4.1,Three Point,Open,3,1
4.9,0.0,1.2,Paint,Very Tight,2,0
22.5,0.0,3.3,Three Point,Tight,3,0
5.4,0.0,4.3,Paint,Open,2,0
24.9,0.0,5.8,Three Point,Open,3,0
22.6,0.0,4.6,Mid-Range,Open,2,1
26.0,0.0,5.6,Three Point,Open,3,0
2.8,0.0,1.6,Paint,Very Tight,2,1
22.1,0.0,5.6,Three Point,Open,3,0
19.8,0.0,3.2,Mid-Range,Tight,2,0
20.8,0.0,2.9,Mid-Range,Tight,2,1
23.9,0.0,11.4,Three Point,Very Open,3,0
2.4,0.0,3.3,Paint,Tight,2,1
23.9,0.0,4.2,Three Point,Open,3,1
2.3,0.0,3.0,Paint,Tight,2,1
14.5,0.0,5.5,Mid-Range,Open,2,1
24.9,0.0,12.2,Three Point,Very Open,3,0
1.8,0.0,3.0,Paint,Tight,2,1
7.0,0.0,3.6,Paint,Tight,2,1
4.4,0.0,2.9,Paint,Tight,2,0
24.0,0.0,3.8,Three Point,Tight,3,1
24.0,0.0,6.8,Three Point,Open,3,0
23.9,0.0,9.4,Three Point,Very Open,3,0
23.5,0.0,2.7,Three Point,Tight,3,1
24.1,0.0,6.1,Three Point,Open,3,1
13.7,0.0,6.6,Mid-Range,Open,2,1
17.5,0.0,2.1,Mid-Range,Very Tight,2,0
22.6,0.0,3.2,Three Point,Tight,3,0
19.9,0.0,5.3,Mid-Range,Open,2,1
21.8,0.0,3.7,Mid-Range,Tight,2,0
3.4,0.0,2.3,Paint,Tight,2,0
24.0,0.0,2.8,Three Point,Tight,3,0
2.7,0.0,3.0,Paint,Tight,2,1
1.3,0.0,0.6,Paint,Very Tight,2,0
13.0,0.0,3.5,Mid-Range,Tight,2,0
1.4,0.0,2.8,Paint,Tight,2,1
26.4,0.0,4.8,Three Point,Open,3,0
24.0,0.0,8.3,Three Point,Open,3,0
10.6,0.0,3.5,Mid-Range,Tight,2,1
14.2,0.0,1.9,Mid-Range,Very Tight,2,1
5.8,0.0,2.7,Paint,Tight,2,1
3.4,0.0,0.1,Paint,Very Tight,2,1
16.3,0.0,3.7,Mid-Range,Tight,2,1
24.7,0.0,3.4,Three Point,Tight,3,0
16.1,0.0,2.7,Mid-Range,Tight,2,0
11.8,0.0,3.2,Mid-Range,Tight,2,1
26.0,0.0,5.0,Three Point,Open,3,0
10.5,0.0,4.2,Mid-Range,Open,2,0
23.5,0.0,6.7,Three Point,Open,3,1
16.9,0.0,2.6,Mid-Range,Tight,2,0
3.3,0.0,1.5,Paint,Very Tight,2,1
1.1,0.0,3.6,Paint,Tight,2,1
19.3,0.0,6.5,Mid-Range,Open,2,1
24.2,0.0,5.6,Three Point,Open,3,1
23.4,0.0,2.4,Three Point,Tight,3,0
12.3,0.0,4.1,Mid-Range,Open,2,1
12.7,0.0,2.6,Mid-Range,Tight,2,1
2.6,0.0,3.3,Paint,Tight,2,1
25.5,0.0,2.6,Three Point,Tight,3,1
21.1,0.0,6.1,Mid-Range,Open,2,0
9.7,0.0,2.7,Mid-Range,Tight,2,0
1.7,0.0,2.3,Paint,Tight,2,0
4.1,0.0,2.5,Paint,Tight,2,0
2.9,0.0,2.2,Paint,Very Tight,2,1
23.5,0.0,5.3,Three Point,Open,3,1
2.9,0.0,4.1,Paint,Open,2,1
20.0,0.0,4.1,Mid-Range,Open,2,1
10.3,0.0,1.9,Mid-Range,Very Tight,2,1
21.3,0.0,6.3,Mid-Range,Open,2,1
22.5,0.0,3.9,Three Point,Tight,3,0
14.7,0.0,3.1,Mid-Range,Tight,2,0
8.1,0.0,2.2,Mid-Range,Very Tight,2,0
3.1,0.0,3.0,Paint,Tight,2,1
23.7,0.0,5.1,Three Point,Open,3,1
2.3,0.0,3.1,Paint,Tight,2,0
3.4,0.0,2.2,Paint,Very Tight,2,0
24.4,0.0,4.2,Three Point,Open,3,0
25.1,0.0,5.4,Three Point,Open,3,0
2.3,0.0,4.4,Paint,Open,2,1
15.9,0.0,1.8,Mid-Range,Very Tight,2,1
9.8,0.0,1.1,Mid-Range,Very Tight,2,0
4.4,0.0,1.0,Paint,Very Tight,2,1
12.6,0.0,3.2,Mid-Range,Tight,2,0
0.3,0.0,2.6,Paint,Tight,2,1
24.2,0.0,4.3,Three Point,Open,3,0
9.5,0.0,7.5,Mid-Range,Open,2,0
9.3,0.0,3.7,Mid-Range,Tight,2,0
19.1,0.0,3.3,Mid-Range,Tight,2,1
4.5,0.0,2.7,Paint,Tight,2,0
26.2,0.0,4.5,Three Point,Open,3,1
24.3,0.0,5.1,Three Point,Open,3,0
8.0,0.0,1.7,Paint,Very Tight,2,0
6.3,0.0,1.2,Paint,Very Tight,2,0
4.1,0.0,3.6,Paint,Tight,2,1
5.1,0.0,5.5,Paint,Open,2,1
5.9,0.0,0.9,Paint,Very Tight,2,0
4.6,0.0,3.2,Paint,Tight,2,1
21.2,0.0,4.6,Mid-Range,Open,2,0
1.8,0.0,4.0,Paint,Tight,2,1
24.8,0.0,3.7,Three Point,Tight,3,1
21.3,0.0,3.7,Mid-Range,Tight,2,0
23.8,0.0,3.2,Three Point,Tight,3,0
25.8,0.0,4.5,Three Point,Open,3,0
2.0,0.0,4.0,Paint,Tight,2,1
4.1,0.0,3.3,Paint,Tight,2,1
7.6,0.0,3.5,Paint,Tight,2,0
24.1,0.0,5.8,Three Point,Open,3,0
26.7,0.0,6.5,Three Point,Open,3,1
1.0,0.0,3.4,Paint,Tight,2,1
24.1,0.0,4.5,Three Point,Open,3,0
23.6,0.0,9.6,Three Point,Very Open,3,1
6.9,0.0,0.6,Paint,Very Tight,2,1
11.7,0.0,6.4,Mid-Range,Open,2,1
26.5,0.0,5.1,Three Point,Open,3,1
5.6,0.0,1.8,Paint,Very Tight,2,0
21.4,0.0,2.8,Three Point,Tight,3,1
2.7,0.0,2.6,Paint,Tight,2,1
4.8,0.0,2.5,Paint,Tight,2,1
21.0,0.0,2.6,Mid-Range,Tight,2,1
22.2,0.0,4.0,Three Point,Tight,3,0
15.0,0.0,6.3,Mid-Range,Open,2,0
15.4,0.0,1.8,Mid-Range,Very Tight,2,0
17.3,0.0,2.8,Mid-Range,Tight,2,0
23.9,0.0,3.1,Three Point,Tight,3,0
13.2,0.0,4.0,Mid-Range,Tight,2,0
14.4,0.0,7.2,Mid-Range,Open,2,0
7.7,0.0,2.7,Paint,Tight,2,0
20.2,0.0,2.7,Mid-Range,Tight,2,0
23.8,0.0,3.4,Three Point,Tight,3,1
24.2,0.0,8.0,Three Point,Open,3,0
4.7,0.0,3.9,Paint,Tight,2,0
3.5,0.0,4.1,Paint,Open,2,1
11.9,0.0,5.0,Mid-Range,Open,2,1
5.5,0.0,3.3,Paint,Tight,2,0
23.9,0.0,4.9,Three Point,Open,3,0
5.8,0.0,1.6,Paint,Very Tight,2,1
4.1,0.0,0.3,Paint,Very Tight,2,1
24.0,0.0,5.3,Three Point,Open,3,1
24.9,0.0,5.7,Three Point,Open,3,0
25.6,0.0,2.4,Three Point,Tight,3,1
7.3,0.0,3.1,Paint,Tight,2,0
20.0,0.0,5.3,Mid-Range,Open,2,0
5.1,0.0,2.6,Paint,Tight,2,1
2.1,0.0,2.6,Paint,Tight,2,1
31.1,0.0,4.0,Three Point,Tight,3,0
23.9,0.0,6.7,Three Point,Open,3,0
4.7,0.0,1.5,Paint,Very Tight,2,0
1.0,0.0,0.5,Paint,Very Tight,2,0
1.9,0.0,1.3,Paint,Very Tight,2,1
24.3,0.0,5.5,Three Point,Open,3,0
6.1,0.0,0.7,Paint,Very Tight,2,0
21.1,0.0,4.3,Mid-Range,Open,2,1
19.6,0.0,3.2,Mid-Range,Tight,2,0
24.8,0.0,3.6,Three Point,Tight,3,0
12.2,0.0,4.7,Mid-Range,Open,2,1
26.4,0.0,5.7,Three Point,Open,3,0
14.5,0.0,4.5,Mid-Range,Open,2,0
24.5,0.0,3.2,Three Point,Tight,3,0
18.2,0.0,2.0,Mid-Range,Very Tight,2,1
24.5,0.0,11.3,Three Point,Very Open,3,1
20.2,0.0,4.0,Mid-Range,Tight,2,0
3.1,0.0,2.7,Paint,Tight,2,1
24.5,0.0,3.1,Three Point,Tight,3,0
12.6,0.0,3.0,Mid-Range,Tight,2,1
9.9,0.0,1.7,Mid-Range,Very Tight,2,0
26.8,0.0,2.9,Three Point,Tight,3,0
21.5,0.0,8.8,Mid-Range,Very Open,2,1
24.3,0.0,4.9,Mid-Range,Open,2,1
24.9,0.0,5.8,Three Point,Open,3,1
4.8,0.0,0.9,Paint,Very Tight,2,0
2.7,0.0,5.2,Paint,Open,2,1
10.7,0.0,3.5,Mid-Range,Tight,2,0
24.5,0.0,2.3,Three Point,Tight,3,1
25.8,0.0,3.3,Three Point,Tight,3,0
14.2,0.0,3.2,Mid-Range,Tight,2,0
15.8,0.0,2.3,Mid-Range,Tight,2,0
